10	10	2	2	11	7
10	10	2	2	11	8
10	10	2	2	11	9
10	10	2	2	8	7
10	10	2	2	8	8
10	10	2	2	8	9
10	10	2	2	12	7
10	10	2	2	12	8
10	10	2	2	12	9
10	10	2	4	11	7
10	10	2	4	11	8
10	10	2	4	11	9
10	10	2	4	8	7
10	10	2	4	8	8
10	10	2	4	8	9
10	10	2	4	12	7
10	10	2	4	12	8
10	10	2	4	12	9
10	10	2	6	11	7
10	10	2	6	11	8
10	10	2	6	11	9
10	10	2	6	8	7
10	10	2	6	8	8
10	10	2	6	8	9
10	10	2	6	12	7
10	10	2	6	12	8
10	10	2	6	12	9
10	10	3	2	11	7
10	10	3	2	11	8
10	10	3	2	11	9
10	10	3	2	8	7
10	10	3	2	8	8
10	10	3	2	8	9
10	10	3	2	12	7
10	10	3	2	12	8
10	10	3	2	12	9
10	10	3	4	11	7
10	10	3	4	11	8
10	10	3	4	11	9
10	10	3	4	8	7
10	10	3	4	8	8
10	10	3	4	8	9
10	10	3	4	12	7
10	10	3	4	12	8
10	10	3	4	12	9
10	10	3	6	11	7
10	10	3	6	11	8
10	10	3	6	11	9
10	10	3	6	8	7
10	10	3	6	8	8
10	10	3	6	8	9
10	10	3	6	12	7
10	10	3	6	12	8
10	10	3	6	12	9
10	10	4	2	11	7
10	10	4	2	11	8
10	10	4	2	11	9
10	10	4	2	8	7
10	10	4	2	8	8
10	10	4	2	8	9
10	10	4	2	12	7
10	10	4	2	12	8
10	10	4	2	12	9
10	10	4	4	11	7
10	10	4	4	11	8
10	10	4	4	11	9
10	10	4	4	8	7
10	10	4	4	8	8
10	10	4	4	8	9
10	10	4	4	12	7
10	10	4	4	12	8
10	10	4	4	12	9
10	10	4	6	11	7
10	10	4	6	11	8
10	10	4	6	11	9
10	10	4	6	8	7
10	10	4	6	8	8
10	10	4	6	8	9
10	10	4	6	12	7
10	10	4	6	12	8
10	10	4	6	12	9
10	10	5	2	11	7
10	10	5	2	11	8
10	10	5	2	11	9
10	10	5	2	8	7
10	10	5	2	8	8
10	10	5	2	8	9
10	10	5	2	12	7
10	10	5	2	12	8
10	10	5	2	12	9
10	10	5	4	11	7
10	10	5	4	11	8
10	10	5	4	11	9
10	10	5	4	8	7
10	10	5	4	8	8
10	10	5	4	8	9
10	10	5	4	12	7
10	10	5	4	12	8
10	10	5	4	12	9
10	10	5	6	11	7
10	10	5	6	11	8
10	10	5	6	11	9
10	10	5	6	8	7
10	10	5	6	8	8
10	10	5	6	8	9
10	10	5	6	12	7
10	10	5	6	12	8
10	10	5	6	12	9
10	9	2	2	11	7
10	9	2	2	11	8
10	9	2	2	11	9
10	9	2	2	8	7
10	9	2	2	8	8
10	9	2	2	8	9
10	9	2	2	12	7
10	9	2	2	12	8
10	9	2	2	12	9
10	9	2	4	11	7
10	9	2	4	11	8
10	9	2	4	11	9
10	9	2	4	8	7
10	9	2	4	8	8
10	9	2	4	8	9
10	9	2	4	12	7
10	9	2	4	12	8
10	9	2	4	12	9
10	9	2	6	11	7
10	9	2	6	11	8
10	9	2	6	11	9
10	9	2	6	8	7
10	9	2	6	8	8
10	9	2	6	8	9
10	9	2	6	12	7
10	9	2	6	12	8
10	9	2	6	12	9
10	9	3	2	11	7
10	9	3	2	11	8
10	9	3	2	11	9
10	9	3	2	8	7
10	9	3	2	8	8
10	9	3	2	8	9
10	9	3	2	12	7
10	9	3	2	12	8
10	9	3	2	12	9
10	9	3	4	11	7
10	9	3	4	11	8
10	9	3	4	11	9
10	9	3	4	8	7
10	9	3	4	8	8
10	9	3	4	8	9
10	9	3	4	12	7
10	9	3	4	12	8
10	9	3	4	12	9
10	9	3	6	11	7
10	9	3	6	11	8
10	9	3	6	11	9
10	9	3	6	8	7
10	9	3	6	8	8
10	9	3	6	8	9
10	9	3	6	12	7
10	9	3	6	12	8
10	9	3	6	12	9
10	9	4	2	11	7
10	9	4	2	11	8
10	9	4	2	11	9
10	9	4	2	8	7
10	9	4	2	8	8
10	9	4	2	8	9
10	9	4	2	12	7
10	9	4	2	12	8
10	9	4	2	12	9
10	9	4	4	11	7
10	9	4	4	11	8
10	9	4	4	11	9
10	9	4	4	8	7
10	9	4	4	8	8
10	9	4	4	8	9
10	9	4	4	12	7
10	9	4	4	12	8
10	9	4	4	12	9
10	9	4	6	11	7
10	9	4	6	11	8
10	9	4	6	11	9
10	9	4	6	8	7
10	9	4	6	8	8
10	9	4	6	8	9
10	9	4	6	12	7
10	9	4	6	12	8
10	9	4	6	12	9
10	9	5	2	11	7
10	9	5	2	11	8
10	9	5	2	11	9
10	9	5	2	8	7
10	9	5	2	8	8
10	9	5	2	8	9
10	9	5	2	12	7
10	9	5	2	12	8
10	9	5	2	12	9
10	9	5	4	11	7
10	9	5	4	11	8
10	9	5	4	11	9
10	9	5	4	8	7
10	9	5	4	8	8
10	9	5	4	8	9
10	9	5	4	12	7
10	9	5	4	12	8
10	9	5	4	12	9
10	9	5	6	11	7
10	9	5	6	11	8
10	9	5	6	11	9
10	9	5	6	8	7
10	9	5	6	8	8
10	9	5	6	8	9
10	9	5	6	12	7
10	9	5	6	12	8
10	9	5	6	12	9
10	8	2	2	11	7
10	8	2	2	11	8
10	8	2	2	11	9
10	8	2	2	8	7
10	8	2	2	8	8
